index,id,gender,car,property,children,income,income_type,education,marital_status,housing_type,age,employed_years,work_phone,phone,email,family_members,reject
683,5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,53.0,2.0,1,1,0,2,0
684,5046086,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,6.0,0,0,0,2,0
685,5135946,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,42.0,9.0,0,1,0,1,0
686,5149592,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,34.0,5.0,0,1,0,2,0
687,5009845,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,0.0,1,0,0,2,0
688,5117716,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,46.0,14.0,1,1,0,2,0
689,5096169,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.0,2.0,0,0,0,2,0
690,5139823,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,20.0,1,1,0,2,0
691,5067542,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.0,7.0,0,0,0,2,0
692,5090871,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,3.0,0,0,0,4,0
693,5033729,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,15.0,1,1,0,2,0
694,5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,35.0,6.0,0,0,0,2,0
695,5116319,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,5.0,0,0,0,4,0
696,5146318,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,40.0,4.0,0,0,0,1,0
697,5042082,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,53.0,5.0,0,1,0,2,0
698,5091416,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44.0,8.0,1,1,0,2,0
699,5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,32.0,4.0,0,0,0,3,0
700,5048425,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,54.0,23.0,0,1,0,1,0
701,5145965,F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,10.0,0,0,0,4,0
702,5126543,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,0,0,0,2,0
703,5033881,M,Y,N,1,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,30.0,10.0,0,0,0,3,0
704,5068378,F,N,Y,1,126000.0,Working,Higher education,Married,House / apartment,35.0,4.0,1,1,1,3,0
705,5029194,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,8.0,0,0,0,2,0
706,5010025,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,6.0,0,0,0,2,0
707,5091016,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,12.0,0,0,0,3,0
708,5149744,F,N,Y,1,105750.0,Working,Secondary / secondary special,Married,With parents,35.0,4.0,0,0,0,3,0
709,5089760,M,Y,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,22.0,2.0,0,0,1,1,0
710,5053642,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,56.0,5.0,0,1,0,2,0
711,5089934,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,14.0,0,0,0,2,0
712,5143465,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,0.0,0,1,0,1,0
713,5125127,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,5.0,1,1,0,1,0
714,5113163,F,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,10.0,1,1,0,3,0
715,5116883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,4.0,1,0,0,2,0
716,5037008,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,0,1,0,1,0
717,5090126,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.0,4.0,0,0,0,1,0
718,5036648,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31.0,10.0,0,0,0,2,0
719,5090335,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,36.0,10.0,1,1,0,2,0
720,5053182,M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,67.0,0.0,0,0,0,2,0
721,5114342,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,27.0,8.0,1,0,0,2,0
722,5024163,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,5.0,0,0,0,5,0
723,5115633,M,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,62.0,0.0,0,0,0,2,0
724,5126311,M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,21.0,1.0,1,0,1,2,0
725,5135779,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,0,1,0,2,0
726,5054697,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,45.0,19.0,0,0,0,2,0
727,5116343,M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,11.0,1,0,0,3,0
728,5022800,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,0,0,0,1,0
729,5054348,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,1.0,1,1,0,1,0
730,5099980,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,41.0,3.0,0,0,0,1,0
731,5087829,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,29.0,6.0,1,0,1,2,0
732,5051050,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,6.0,0,0,0,2,0
733,5148872,F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,42.0,9.0,0,0,0,2,0
734,5117323,F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33.0,2.0,0,0,0,2,0
735,5088101,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,1.0,0,0,0,1,0
736,5023587,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,17.0,0,0,0,1,0
737,5028547,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,35.0,3.0,0,1,0,2,0
738,5053636,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,60.0,0.0,0,0,0,1,0
739,5149402,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,38.0,3.0,0,0,0,3,0
740,5095554,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,0,1,0,2,0
741,5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,13.0,0,1,0,2,0
742,5010865,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,2.0,0,1,1,3,0
743,5041147,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.0,0.0,0,0,0,2,0
744,5105555,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,12.0,0,0,0,2,0
745,5136976,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,35.0,15.0,0,0,0,2,0
746,5058366,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55.0,0.0,0,0,0,1,0
747,5045844,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,57.0,25.0,0,0,0,2,0
748,5115814,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,19.0,0,0,0,5,0
749,5062362,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,57.0,0.0,0,0,0,2,0
750,5010596,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,0,0,0,2,0
751,5113472,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1.0,0,1,0,2,0
752,5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,54.0,4.0,0,1,0,1,0
753,5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,0.0,0,0,1,2,0
754,5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,46.0,2.0,0,0,0,4,0
755,5009908,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,10.0,0,0,0,2,0
756,5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,1,1,0,2,0
757,5105535,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.0,0.0,0,1,0,1,0
758,5061724,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,67.0,0.0,0,0,0,1,0
759,5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,0,0,0,2,0
760,5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,50.0,19.0,0,0,0,2,0
761,5074705,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,61.0,29.0,0,0,0,1,0
762,5114061,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,11.0,1,1,0,3,0
763,5100373,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,11.0,0,0,0,4,0
764,5112765,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,6.0,1,1,1,3,0
765,5045439,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,65.0,0.0,0,0,0,2,0
766,5113922,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64.0,0.0,0,0,0,1,0
767,5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,6.0,0,1,0,2,0
768,5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,35.0,3.0,0,0,0,2,0
769,5010078,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,34.0,3.0,0,0,0,4,0
770,5085861,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,14.0,0,0,0,2,0
771,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,0,2,0
772,5149433,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,7.0,0,0,0,1,0
773,5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,0,1,0,2,0
774,5143009,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,51.0,0.0,0,1,0,3,0
775,5079017,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27.0,3.0,0,0,0,4,0
776,5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.0,0.0,0,0,0,1,0
777,5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,34.0,9.0,0,0,0,3,0
778,5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,39.0,7.0,1,1,1,3,0
779,5044987,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,56.0,0.0,0,1,0,2,0
780,5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,53.0,12.0,0,0,0,2,0
781,5139892,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,51.0,17.0,0,1,0,2,0
782,5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,0,0,0,3,0
783,5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,24.0,1.0,1,0,1,2,0
784,5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,42.0,8.0,0,0,0,2,0
785,5022047,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,41.0,22.0,1,1,0,2,0
786,5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,7.0,0,1,0,4,0
787,5117219,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,5.0,0,0,0,2,0
788,5009821,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,15.0,0,1,0,2,0
789,5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,5.0,0,0,0,2,0
790,5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,1,1,1,2,0
791,5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,0,1,0,1,0
792,5142988,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,29.0,4.0,1,0,0,3,0
793,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,39.0,7.0,1,0,0,2,0
794,5113373,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,0,1,0,3,0
795,5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,0,0,0,1,0
796,5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,59.0,38.0,0,0,0,1,0
797,5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,25.0,1.0,0,0,0,1,0
798,5113510,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,0.0,0,0,0,2,0
799,5009791,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,0,1,0,1,0
800,5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,31.0,7.0,0,0,0,3,0
801,5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,8.0,0,0,0,2,0
802,5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,33.0,0,1,0,2,0
803,5023838,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.0,3.0,0,1,0,2,0
804,5095433,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,51.0,25.0,0,0,0,2,0
805,5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,47.0,6.0,0,0,0,2,0
806,5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,0,0,0,1,0
807,5104953,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,7.0,0,0,0,2,0
808,5100098,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,2.0,0,0,0,2,0
809,5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,0,0,3,0
810,5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27.0,6.0,0,1,1,1,0
811,5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,27.0,3.0,1,0,0,2,0
812,5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,43.0,22.0,1,1,0,3,0
813,5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,2.0,0,0,0,2,0
814,5143353,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,4.0,1,0,0,2,0
815,5090232,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,60.0,26.0,0,0,0,1,0
816,5117095,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,38.0,0.0,0,0,0,2,0
817,5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,3.0,1,1,0,4,0
818,5021584,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,36.0,5.0,0,0,0,3,0
819,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,0,1,0,2,0
820,5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,29.0,4.0,0,0,0,2,0
821,5024263,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58.0,3.0,0,1,0,2,0
822,5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.0,0,0,0,2,0
823,5021879,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1.0,0,1,0,4,0
824,5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,1,1,0,2,0
825,5096336,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,0,1,0,1,0
826,5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,31.0,2.0,0,0,1,3,0
827,5069117,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,0,0,0,1,0
828,5009579,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,0,0,0,2,0
829,5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,60.0,4.0,0,0,0,1,0
830,5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,6.0,0,0,0,4,0
831,5143457,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,0,0,0,2,0
832,5089225,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,0,1,0,2,0
833,5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,0,1,1,3,0
834,5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,0,1,0,4,0
835,5022730,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,5.0,0,0,0,5,0
836,5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,0.0,0,1,0,4,0
837,5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,3.0,0,1,0,2,0
838,5105565,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.0,0.0,0,1,0,2,0
839,5114544,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,30.0,11.0,0,0,1,2,0
840,5078841,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,9.0,0,0,0,2,0
841,5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,48.0,1.0,0,0,0,1,0
842,5022189,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.0,22.0,0,0,0,2,0
843,5105422,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,27.0,0,0,0,1,0
844,5143453,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,0,0,0,2,0
845,5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,59.0,2.0,0,0,1,2,0
846,5090995,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,28.0,7.0,1,1,1,2,0
847,5089512,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38.0,5.0,1,1,1,3,0
848,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,3.0,0,0,0,3,0
849,5149106,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,10.0,0,0,0,4,0
850,5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,6.0,0,0,0,1,0
851,5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,5.0,0,1,0,3,0
852,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,0,0,0,4,0
853,5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,65.0,21.0,0,0,0,2,0
854,5113639,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,54.0,0.0,0,0,0,2,0
855,5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,12.0,0,0,0,2,0
856,5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,35.0,1.0,1,1,0,2,0
857,5096785,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,0.0,0,0,0,2,0
858,5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23.0,3.0,1,0,1,2,0
859,5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,18.0,0,0,0,1,0
860,5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,2,0
861,5146447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,3.0,0,1,0,1,0
862,5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,9.0,1,1,1,3,0
863,5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,1,1,0,2,0
864,5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,11.0,0,0,0,3,0
865,5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,0.0,0,0,0,2,0
866,5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,1,0,0,2,0
867,5025791,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,10.0,0,0,0,2,0
868,5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.0,10.0,0,1,1,1,0
869,5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,34.0,3.0,0,0,0,4,0
870,5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,53.0,7.0,0,0,0,1,0
871,5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,42.0,12.0,0,0,0,1,0
872,5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,0,1,0,2,0
873,5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,31.0,7.0,0,0,1,3,0
874,5105159,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,34.0,6.0,1,1,0,4,0
875,5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,42.0,20.0,0,0,0,1,0
876,5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,0.0,1,0,0,4,0
877,5023949,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,14.0,0,0,0,3,0
878,5089737,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,19.0,1,1,0,2,0
879,5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,53.0,6.0,0,1,0,2,0
880,5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,0,1,3,0
881,5143596,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,9.0,1,0,0,2,0
882,5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,10.0,0,1,0,2,0
883,5113343,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,13.0,0,0,0,4,0
884,5142920,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,34.0,11.0,1,1,0,3,0
885,5114294,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,53.0,14.0,1,0,0,1,0
886,5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,8.0,0,0,0,1,0
887,5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,8.0,0,1,0,2,0
888,5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,5.0,0,1,0,3,0
889,5113134,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,60.0,0.0,0,0,0,1,0
890,5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,3.0,0,0,0,1,0
891,5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,0,0,0,2,0
892,5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,3.0,0,0,0,2,0
893,5148535,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,5.0,0,1,0,3,0
894,5105436,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,6.0,0,0,0,4,0
895,5105412,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,35.0,4.0,0,0,0,4,0
896,5026177,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,21.0,1,0,0,2,0
897,5142584,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,25.0,2.0,0,0,0,2,0
898,5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,20.0,1,0,0,2,0
899,5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.0,3.0,1,0,0,1,0
900,5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59.0,0.0,0,0,0,1,0
901,5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,28.0,6.0,0,0,0,2,0
902,5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,35.0,4.0,0,0,0,4,0
903,5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1.0,1,1,0,2,0
904,5068147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,0,0,0,1,0
905,5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,0,0,2,0
906,5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,55.0,0.0,0,0,0,1,0
907,5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,42.0,14.0,1,1,0,2,0
908,5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,6.0,0,1,1,3,0
909,5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.0,3.0,1,1,0,3,0
910,5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,0,0,1,3,0
911,5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.0,19.0,0,0,0,2,0
